3361,city,3360,Фаниполь,100
3362,city,3360,Дзержинск,100
3363,subregion,3162,Воложинский район,100
3364,city,3363,Воложин,100
3365,subregion,3162,Вилейский район,100
3366,city,3365,Вилейка,100
3367,subregion,3162,Борисовский район,100
3368,city,3367,Борисов,100
3369,city,3162,Жодино,100
3370,city,3162,Старые Дороги,100
3371,city,3162,Заславль,100
3372,city,3163,Могилев,100
3373,subregion,3163,Краснопольский район,100
3374,subregion,3163,Кировский район,100
3375,city,3374,Кировск,100
3376,subregion,3163,Дрибинский район,100
3377,subregion,3163,Чериковский район,100
3378,city,3377,Чериков,100
3379,subregion,3163,Круглянский район,100
3380,subregion,3163,Хотимский район,100
3381,subregion,3163,Чаусский район,100
3382,city,3381,Чаусы,100
3383,subregion,3163,Славгородский район,100
3384,city,3383,Славгород,100
3385,subregion,3163,Осиповичский район,100
3386,city,3385,Осиповичи,100
3387,subregion,3163,Мстиславский район,100
3388,city,3387,Мстиславль,100
3389,subregion,3163,Могилёвский район,100
3390,subregion,3163,Костюковичский район,100
3391,city,3390,Костюковичи,100
3392,subregion,3163,Кричевский район,100
3393,city,3392,Кричев,100
3394,subregion,3163,Шкловский район,100
3395,city,3394,Шклов,100
3396,subregion,3163,Горецкий район,100
3397,city,3396,Горки,100
3398,subregion,3163,Глусский район,100
3399,subregion,3163,Быховский район,100
3400,city,3399,Быхов,100
3401,subregion,3163,Кличевский район,100
3402,city,3401,Кличев,100
3403,subregion,3163,Климовичский район,100
3404,city,3403,Климовичи,100
3405,subregion,3163,Бобруйский район,100
3406,subregion,3163,Белыничский район,100
3407,city,3163,Бобруйск,100
3408,subregion,3164,Ивьевский район,100
3409,subregion,3164,Вороновский район,100
3410,subregion,3164,Берестовицкий район,100
3411,subregion,3164,Лидский район,100
3412,city,3411,Березовка,100
3413,city,3411,Лида,100
3414,subregion,3164,Гродненский район,100
3415,city,3414,Скидель,100
3416,subregion,3164,Свислочский район,100
3417,city,3416,Свислочь,100
3418,subregion,3164,Кореличский район,100
3419,subregion,3164,Волковысский район,100
3420,city,3419,Волковыск,100
3421,subregion,3164,Зельвенский район,100
3422,subregion,3164,Дятловский район,100
3423,city,3422,Дятлово,100
3424,subregion,3164,Мостовский район,100
3425,city,3424,Мосты,100
3426,subregion,3164,Новогрудский район,100
3427,city,3426,Новогрудок,100
3428,subregion,3164,Слонимский район,100
3429,city,3428,Слоним,100
3430,subregion,3164,Островецкий район,100
3431,subregion,3164,Ошмянский район,100
3432,city,3431,Ошмяны,100
3433,subregion,3164,Щучинский район,100
3434,city,3433,Щучин,100
3435,subregion,3164,Сморгонский район,100
3436,city,3435,Сморгонь,100
3437,city,3164,Гродно,100
3438,city,3164,Ивье,100
